Date,Open Price,High Price,Low Price,Close Price,Prev Close Price,Total Traded Quantity,Total Traded Value,52 Week High Price,52 Week Low Price,VWAP,Deliverable Volume,Deliverable Percent,Series
2017-11-15,2750.0,2769.55,2665.0,2689.95,2731.2,29166,78685828.7,3024.0,2506.35,2697.86,17708,60.71,EQ
2017-11-16,2700.0,2794.0,2677.05,2763.5,2689.95,237338,647140715.85,3024.0,2506.35,2726.66,119498,50.35,EQ
2017-11-17,2774.0,2919.0,2753.15,2894.05,2763.5,251370,715698626.45,3024.0,2506.35,2847.19,97742,38.88,EQ
2017-11-20,2907.0,3136.0,2860.05,3117.0,2894.05,407542,1237788711.45,3136.0,2506.35,3037.21,118432,29.06,EQ
2017-11-21,3134.0,3174.0,3036.7,3088.1,3117.0,190889,596017424.05,3174.0,2506.35,3122.32,64008,33.53,EQ
2017-11-22,3103.55,3144.3,3011.05,3106.0,3088.1,93803,289947368.0,3174.0,2506.35,3091.02,28686,30.58,EQ
2017-11-23,3100.3,3218.0,3074.35,3196.3,3106.0,168473,532592873.45,3218.0,2506.35,3161.3,43866,26.04,EQ
2017-11-24,3203.2,3250.0,3151.0,3235.1,3196.3,88082,282855294.3,3250.0,2506.35,3211.27,22433,25.47,EQ
2017-11-27,3221.0,3300.0,3196.8,3293.85,3235.1,89598,293148456.3,3300.0,2506.35,3271.82,37372,41.71,EQ
2017-11-28,3295.0,3384.0,3290.0,3364.6,3293.85,114204,382515585.4,3384.0,2506.35,3349.41,46428,40.65,EQ
2017-11-29,3361.0,3499.95,3355.0,3447.55,3364.6,146228,501437456.6,3499.95,2506.35,3429.15,44020,30.1,EQ
2017-11-30,3435.0,3555.9,3420.0,3519.65,3447.55,136538,480085335.9,3555.9,2506.35,3516.13,39833,29.17,EQ
2017-12-01,3530.0,3623.8,3355.1,3402.3,3519.65,109472,386705264.05,3623.8,2506.35,3532.46,34910,31.89,EQ
2017-12-04,3412.0,3495.0,3323.0,3390.4,3402.3,53668,183734661.75,3623.8,2506.35,3423.54,16076,29.95,EQ
2017-12-05,3390.0,3425.0,3360.0,3392.4,3390.4,46431,157672087.9,3623.8,2506.35,3395.84,14866,32.02,EQ
2017-12-06,3370.0,3495.0,3370.0,3437.8,3392.4,39337,135378943.9,3623.8,2506.35,3441.52,12507,31.79,EQ
2017-12-07,3474.0,3535.0,3450.0,3507.35,3437.8,36492,127416402.75,3623.8,2506.35,3491.63,10594,29.03,EQ
2017-12-08,3530.0,3575.4,3488.0,3521.85,3507.35,26521,93933787.35,3623.8,2506.35,3541.86,12493,47.11,EQ
2017-12-11,3530.1,3548.25,3437.0,3449.9,3521.85,18431,64264802.2,3623.8,2506.35,3486.78,8806,47.78,EQ
2017-12-12,3467.0,3469.05,3351.0,3370.75,3449.9,22691,77351214.4,3623.8,2506.35,3408.89,8486,37.4,EQ
2017-12-13,3370.0,3417.65,3240.0,3265.2,3370.75,29020,96645541.35,3623.8,2506.35,3330.31,11802,40.67,EQ
2017-12-14,3287.95,3288.95,3180.0,3204.7,3265.2,16798,54311892.25,3623.8,2506.35,3233.24,5907,35.16,EQ
2017-12-15,3230.0,3329.0,3130.0,3195.3,3204.7,63216,205529150.15,3623.8,2506.35,3251.22,20039,31.7,EQ
2017-12-18,3185.0,3559.9,3160.0,3501.25,3195.3,132984,455624428.05,3623.8,2506.35,3426.16,56363,42.38,EQ
2017-12-19,3540.0,3657.95,3540.0,3632.35,3501.25,122892,442938012.45,3657.95,2506.35,3604.29,36105,29.38,EQ
2017-12-20,3651.2,3912.0,3641.1,3834.8,3632.35,230769,879422513.0,3912.0,2506.35,3810.83,67154,29.1,EQ
2017-12-21,3879.0,3889.0,3820.0,3852.85,3834.8,78561,302558013.15,3912.0,2506.35,3851.25,26867,34.2,EQ
